"('P0', 'id')","('P1_a ', 'Idade')","('P1_b ', 'Genero')","('P1_c ', 'Cor/raca/etnia')","('P1_d ', 'PCD')","('P1_e ', 'experiencia_profissional_prejudicada')","('P1_l ', 'Nivel de Ensino')","('P1_m ', 'Área de Formação')","('P2_a ', 'Qual sua situação atual de trabalho?')","('P2_g ', 'Nivel')","('P2_h ', 'Faixa salarial')","('P2_m ', 'Você participou de entrevistas de emprego nos últimos 6 meses?')","('P2_o ', 'Quais os principais critérios que você leva em consideração no momento de decidir onde trabalhar?')","('P2_p ', 'Atualmente qual a sua forma de trabalho?')"
9i051u9t7gc4437z99i05m4niclc7bjn,34.0,Masculino,Branca,Não,,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 20.001/mês a R$ 25.000/mês,"Sim, fui aprovado e mudei de emprego","Remuneração/Salário, Ambiente e clima de trabalho, Oportunidade de aprendizado e trabalhar com referências na área",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
9hzn62f0z2hx7vbbi9hznk6f8wohilcs,38.0,Masculino,Outra,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,,Acima de R$ 40.001/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Propósito do trabalho e da empresa, Ambiente e clima de trabalho",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
9hf3w6gp98q9hfquwp16959nk41ombxq,41.0,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),,de R$ 12.001/mês a R$ 16.000/mês,"Sim, fui aprovado e mudei de emprego","Propósito do trabalho e da empresa, Remuneração/Salário, Flexibilidade de trabalho remoto",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
9hdl95xp3xej6v9hdldi4e32ggcm5im3,43.0,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 8.001/mês a R$ 12.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego",Oportunidade de aprendizado e trabalhar com referências na área,Modelo híbrido com dias fixos de trabalho presencial
9h70mjcnr6sygy7p29h70mj9r97fqqy1,22.0,Masculino,Branca,Não,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Júnior,de R$ 3.001/mês a R$ 4.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Flexibilidade de trabalho remoto",Modelo 100% remoto
9h5sbxnlvo0gpq20gl9h5sbxc38jz4uh,30.0,Masculino,Branca,Não,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Pleno,de R$ 4.001/mês a R$ 6.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",Modelo 100% remoto
9gvioerpue2mc5zrz9gviwe0shmzhn04,26.0,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Mestrado,Química / Física,Empreendedor ou Empregado (CNPJ),Júnior,de R$ 3.001/mês a R$ 4.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário, Propósito do trabalho e da empresa",Modelo 100% remoto
9g940ewpofrrh7old09g94f37k3bu93l,21.0,Masculino,Branca,Não,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Júnior,de R$ 1.001/mês a R$ 2.000/mês,"Sim, fui aprovado e mudei de emprego","Remuneração/Salário, Propósito do trabalho e da empresa, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto
9fymmdafz9ns8yewlyq89fykk55982of,26.0,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Júnior,de R$ 3.001/mês a R$ 4.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Maturidade da empresa em termos de tecnologia e dados, Reputação que a empresa tem no mercado, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto
9foa0djms2turji2eefu9foa0djmh8wg,37.0,Masculino,Branca,Não,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 20.001/mês a R$ 25.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Maturidade da empresa em termos de tecnologia e dados, Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto",Modelo 100% remoto
9f77d9w20uvikhp8l5bk9f77d9waumjf,,Masculino,Branca,Não,,Não tenho graduação formal,,Freelancer,,de R$ 3.001/mês a R$ 4.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Flexibilidade de trabalho remoto, Remuneração/Salário",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
9eyiau4gkq6kjxir9eyaqd3hxjkctvwh,30.0,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Pós-graduação,Química / Física,Empregado (CLT),,de R$ 16.001/mês a R$ 20.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional, Qualidade dos gestores e líderes",Modelo 100% remoto
9edpzufypcsg9ojp1v9edpzufuif8who,35.0,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Pós-graduação,Ciências Sociais,Empregado (CLT),Pleno,de R$ 3.001/mês a R$ 4.000/mês,"Sim, fui aprovado e mudei de emprego","Remuneração/Salário, Benefícios, Ambiente e clima de trabalho",Modelo 100% presencial
9e84h1w15kt07swc9rkx9e84h10s08gn,38.0,Masculino,Amarela,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,
9e70r183xqm2tp7hcadua5wu9e70r18m,26.0,Masculino,Preta,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Pleno,de R$ 8.001/mês a R$ 12.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Ambiente e clima de trabalho,Modelo 100% remoto
9e4hu6uc025jp9e4hu6dpa3ipl91wpit,25.0,Masculino,Branca,Não,,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Pleno,de R$ 8.001/mês a R$ 12.000/mês,"Sim, fui aprovado e mudei de emprego","Remuneração/Salário, Flexibilidade de trabalho remoto, Reputação que a empresa tem no mercado",Modelo 100% remoto
9e01fv9vq4rd9nrbzoginu9e01fkpmci,49.0,Masculino,Branca,Não,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Sênior,de R$ 12.001/mês a R$ 16.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Flexibilidade de trabalho remoto, Benefícios",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
9dwdli3gok8exklz09dwdljy73makpsv,34.0,Masculino,Branca,Não,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,
9dpka1628dmu19dpp6ylp3po2ivvr7bz,38.0,Masculino,Branca,Não,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Pleno,de R$ 8.001/mês a R$ 12.000/mês,"Sim, fui aprovado e mudei de emprego",Plano de carreira e oportunidades de crescimento profissional,Modelo 100% remoto
9czx93kw8ybpx1y19czx935ejle8zmkb,37.0,Masculino,Preta,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,
9cz115l5qtk3qvbrp9cz115lzixzgj34,48.0,Masculino,Branca,Não,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Remuneração/Salário, Flexibilidade de trabalho remoto, Maturidade da empresa em termos de tecnologia e dados",Modelo 100% remoto
9cllwxjzu5vzdjr9cl6rnicdr5bmjn5x,27.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Júnior,de R$ 1.001/mês a R$ 2.000/mês,"Sim, fiz entrevistas mas não fui aprovado",Flexibilidade de trabalho remoto,Modelo 100% presencial
9cio3618egeg8rzmyzc0ta9cio39b64g,31.0,Masculino,Branca,Não,,Estudante de Graduação,Ciências Sociais,Empregado (CLT),Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego","Oportunidade de aprendizado e trabalhar com referências na área, Ambiente e clima de trabalho, Flexibilidade de trabalho remoto",Modelo 100% remoto
9ci8131u6cvkx9czn2q0h70b4ybsia7z,28.0,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Júnior,de R$ 6.001/mês a R$ 8.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Flexibilidade de trabalho remoto",Modelo 100% remoto
9c6j74gbw0zeiy1379c6j74g3l7jf3ij,22.0,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Graduação/Bacharelado,Outra opção,"Desempregado, buscando recolocação",,,,,
9c0elj7z3gf55f4a4n9c0enjhaxsknn0,32.0,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Mestrado,Outras Engenharias,Empregado (CLT),Pleno,de R$ 4.001/mês a R$ 6.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Modelo 100% remoto
9bq4r9yi442tq3qrtp39p9bq4r9ims7z,25.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,
9b0i7dmf8epwiac3cnpo19b0i7fmeojw,27.0,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero, Não acredito que minha experiência profissional seja afetada devido a esses fatores",Não tenho graduação formal,,"Desempregado, buscando recolocação",,,,,
9au8ysrr3fuaqaj8v9aumzyx097ozyla,36.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Pleno,de R$ 6.001/mês a R$ 8.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto
9ajixl9gsxmbgpim9ajnu7sj05mxqvbv,24.0,Masculino,Parda,Prefiro não informar,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Estudante de Graduação,Outras Engenharias,Estagiário,Júnior,de R$ 2.001/mês a R$ 3.000/mês,"Sim, fui aprovado e mudei de emprego","Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto
9ajao8aw3sk0qzyz9aj7tms3njigz0bu,26.0,Masculino,Branca,Não,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Pleno,de R$ 6.001/mês a R$ 8.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Oportunidade de aprendizado e trabalhar com referências na área,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
9ab0xe4mo9tbwaor99ab0nnrdd744bgl,18.0,Masculino,Branca,Não,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Trabalho na área Acadêmica/Pesquisador,,,,,
9a90lve6esb0mfqhu9a90loqdmgtjd89,33.0,Masculino,Prefiro não informar,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Outras Engenharias,Empregado (CLT),Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Remuneração/Salário, Benefícios, Qualidade dos gestores e líderes",Modelo híbrido com dias fixos de trabalho presencial
9a6d7ulo3ytylxe9a6d7wctq3xetnl3l,32.0,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),,de R$ 16.001/mês a R$ 20.000/mês,"Sim, fui aprovado e mudei de emprego","Flexibilidade de trabalho remoto, Propósito do trabalho e da empresa, Ambiente e clima de trabalho",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
9a628pegnmp2567r09a628pe20baqebe,26.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Pleno,de R$ 6.001/mês a R$ 8.000/mês,"Sim, fui aprovado e mudei de emprego","Remuneração/Salário, Maturidade da empresa em termos de tecnologia e dados, Flexibilidade de trabalho remoto",Modelo 100% remoto
994z1127ns24rv8c5w78sl994z112b26,41.0,Masculino,Branca,Não,,Doutorado ou Phd,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Trabalho na área Acadêmica/Pesquisador,,,,,
98udjlc0pwjiiv9eln36m98udjro00sp,42.0,Masculino,Branca,Não,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Júnior,de R$ 3.001/mês a R$ 4.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Plano de carreira e oportunidades de crescimento profissional, Oportunidade de aprendizado e trabalhar com referências na área, Flexibilidade de trabalho remoto",Modelo 100% presencial
98jgumaz0uhd7txb498jpweqfpc1fims,30.0,Feminino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Júnior,de R$ 2.001/mês a R$ 3.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Benefícios, Plano de carreira e oportunidades de crescimento profissional, Qualidade dos gestores e líderes",Modelo 100% presencial
98ggeyqsicx3d8dtcgqvk98ggeyddqmu,29.0,Feminino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Júnior,de R$ 3.001/mês a R$ 4.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Ambiente e clima de trabalho, Flexibilidade de trabalho remoto",Modelo 100% remoto
98g5bech96h7e26dym98g5baa50ivhqd,23.0,Masculino,Amarela,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Júnior,de R$ 4.001/mês a R$ 6.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Qualidade dos gestores e líderes, Plano de carreira e oportunidades de crescimento profissional, Flexibilidade de trabalho remoto",Modelo 100% presencial
98g4dzhaf4rpa98a0v7rtvl50isch5cd,54.0,Masculino,Branca,Não,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,
98ftrqq4u6f98fng6xi55xb289m8yylf,27.0,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Mestrado,Outras Engenharias,Empregado (CLT),,de R$ 16.001/mês a R$ 20.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego","Remuneração/Salário, Maturidade da empresa em termos de tecnologia e dados, Benefícios",Modelo 100% remoto
97ydqvym76wqlr0n97yd6qro1yv7l33o,33.0,Masculino,Branca,Não,,Mestrado,Química / Física,Empregado (CLT),Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego","Maturidade da empresa em termos de tecnologia e dados, Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário",Modelo 100% remoto
97si4qxdo81obrinfj97sig806hqln0f,28.0,Masculino,Branca,Não,,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Pleno,de R$ 16.001/mês a R$ 20.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto
96wjmg8g4zmzxpbv3t96wjmg8d12siiv,33.0,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Sênior,de R$ 3.001/mês a R$ 4.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Ambiente e clima de trabalho, Flexibilidade de trabalho remoto, Remuneração/Salário",Modelo 100% remoto
96o6jgg9ydldt1ea96orrzprogti5qnu,40.0,Masculino,Branca,Não,,Graduação/Bacharelado,Outras Engenharias,"Desempregado, buscando recolocação",,,,,
96euw7iv44l5k2hlg696euw7n2vyc91i,22.0,Masculino,Branca,Não,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Pleno,de R$ 6.001/mês a R$ 8.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego","Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",Modelo 100% remoto
96brqrd6zp0in7pbx196brq3n6p3fl6f,42.0,Masculino,Amarela,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Outras Engenharias,Empregado (CLT),,de R$ 30.001/mês a R$ 40.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Flexibilidade de trabalho remoto, Reputação que a empresa tem no mercado",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
966mb85bc2pzcbww96whfg10qyfnewuf,,Masculino,Branca,Não,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,"Desempregado, buscando recolocação",,,,,
961as9y1gs32ejkv961asfb7goh4h7xw,24.0,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Pós-graduação,Outras Engenharias,Empregado (CLT),Sênior,de R$ 4.001/mês a R$ 6.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Benefícios, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
95zkzrlf9gwlvgc6jha095zk9k5hip30,24.0,Masculino,Branca,Não,,Estudante de Graduação,Outras Engenharias,Empregado (CLT),Sênior,de R$ 4.001/mês a R$ 6.000/mês,"Sim, fui aprovado e mudei de emprego","Maturidade da empresa em termos de tecnologia e dados, Oportunidade de aprendizado e trabalhar com referências na área, Flexibilidade de trabalho remoto",Modelo 100% remoto
95yr98par04wtsn199095yr91q6tg3jm,29.0,Feminino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Mestrado,Química / Física,Somente Estudante (pós-graduação),,,,,
94vgzarylgyy4403694vgzqiahvod3ko,31.0,Feminino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,
948bcufre07ta3i948bchr8xwi3ygsgz,32.0,Masculino,Branca,Não,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Júnior,de R$ 8.001/mês a R$ 12.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Flexibilidade de trabalho remoto, Remuneração/Salário, Benefícios",Modelo 100% presencial
93a6jkx7esw12j493a64ljatvidnp63p,36.0,Masculino,Branca,Não,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Júnior,de R$ 2.001/mês a R$ 3.000/mês,"Sim, fui aprovado e mudei de emprego","Oportunidade de aprendizado e trabalhar com referências na área, Remuneração/Salário, Flexibilidade de trabalho remoto",Modelo 100% presencial
92z09oezzl8r992z018w6a0w6zs6gz29,34.0,Masculino,Branca,Não,,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empreendedor ou Empregado (CNPJ),,de R$ 20.001/mês a R$ 25.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Flexibilidade de trabalho remoto, Propósito do trabalho e da empresa",Modelo 100% remoto
92vgzpwelcid76lnb7ki92vgzeyeuney,38.0,Masculino,Branca,Não,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),,de R$ 30.001/mês a R$ 40.000/mês,"Sim, fui aprovado e mudei de emprego","Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",Modelo 100% remoto
92mh125078gjlscvw92mlybndkkvsm5x,33.0,Masculino,Branca,Não,,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),,de R$ 16.001/mês a R$ 20.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Propósito do trabalho e da empresa, Qualidade dos gestores e líderes",Modelo híbrido com dias fixos de trabalho presencial
924krpgheyx0x8xhv7v924kx0w3zosn0,33.0,Feminino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Pleno,de R$ 12.001/mês a R$ 16.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Modelo 100% remoto
91du2xs3i9yrnsruntem91du2xwi6asm,27.0,Masculino,Branca,Não,,Estudante de Graduação,Outras Engenharias,Estagiário,Júnior,Menos de R$ 1.000/mês,"Sim, fui aprovado e mudei de emprego","Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional, Propósito do trabalho e da empresa",Modelo 100% remoto
91agz1fns0riheyf7rzv91agz1kvh79a,22.0,Masculino,Branca,Sim,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Não tenho graduação formal,,Empregado (CLT),Júnior,de R$ 2.001/mês a R$ 3.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Plano de carreira e oportunidades de crescimento profissional, Benefícios, Flexibilidade de trabalho remoto",Modelo 100% presencial
90pex2zkdoapvemc5l1x90pex2z42c1y,31.0,Masculino,Branca,Não,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Sênior,de R$ 6.001/mês a R$ 8.000/mês,"Sim, fui aprovado e mudei de emprego","Plano de carreira e oportunidades de crescimento profissional, Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto",Modelo 100% remoto
90im1fwpox6rq37pq90im1ffrx2ehi5t,31.0,Masculino,Branca,Não,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Júnior,de R$ 4.001/mês a R$ 6.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto
909zzudp4b4yvs2v4909zi7v4h6hdywg,49.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Propósito do trabalho e da empresa, Ambiente e clima de trabalho, Flexibilidade de trabalho remoto",Modelo híbrido com dias fixos de trabalho presencial
903kmkckioot5ogz903kmil6qm0czfeq,30.0,Masculino,Preta,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Júnior,de R$ 2.001/mês a R$ 3.000/mês,"Sim, fiz entrevistas mas não fui aprovado",Plano de carreira e oportunidades de crescimento profissional,Modelo 100% presencial
901ltytv5kows5zmx901lty770hxf7p9,44.0,Masculino,Branca,Não,,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empregado (CLT),Pleno,de R$ 25.001/mês a R$ 30.000/mês,"Sim, fui aprovado e mudei de emprego","Propósito do trabalho e da empresa, Ambiente e clima de trabalho, Qualidade dos gestores e líderes",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
8ze499mps45rk6z48ham86b658ze490h,25.0,Masculino,Branca,Não,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Júnior,de R$ 4.001/mês a R$ 6.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego","Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Modelo 100% remoto
8z8h7kat4p0g36lmo8z8h7ktydt810le,29.0,Masculino,Branca,Não,,Graduação/Bacharelado,Química / Física,Empregado (CLT),,de R$ 12.001/mês a R$ 16.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Ambiente e clima de trabalho, Flexibilidade de trabalho remoto",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
8z0b5clijm24wgrey8z0b02vbo4bhna8,34.0,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Sênior,de R$ 8.001/mês a R$ 12.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Propósito do trabalho e da empresa, Maturidade da empresa em termos de tecnologia e dados, Flexibilidade de trabalho remoto",Modelo 100% remoto
